% Model,※磁场聚焦光电阴极模型（30纳米-毫米尺度）.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 25 2026, 01:49"
% Dimension,1
% Nodes,50000
% Expressions,6
% Description,"粒子位置，x 分量, 粒子位置，y 分量, 粒子动能, 粒子速度，x 分量, 粒子速度，y 分量, 粒子速度，z 分量"
% 索引,qx (µm) @ t=0,qy (µm) @ t=0,cpt.Ep (J) @ t=0,cpt.vx (m/s) @ t=0,cpt.vy (m/s) @ t=0,cpt.vz (m/s) @ t=0
111,-0.0015664904596216097,0.0171492068360487,1.4341331954064494E-19,84257.43643647198,110937.17750688954,-543564.3681917974
112,-0.0014664829972689383,0.017324307825975337,3.998872230501963E-20,-41126.893690535915,-78104.20685680263,-282851.57750019646
113,-0.0013664755349162671,0.01749940881590198,8.725337399335178E-20,-3946.3706366246633,19158.559315398383,-437247.28238632844
114,-0.001266468072563596,0.01767450980582862,1.0134628699167227E-19,74965.46109322809,59281.75361274823,-461925.4112465189
115,-0.0011664606102109243,0.01784961079575526,1.01225530497737E-19,-32722.81097930306,60181.22521546072,-466424.2119411939
116,-0.002188827889551995,0.016312267089665277,1.5142210588098236E-19,122909.30799312126,-42381.099335541745,-561737.6978486151
117,-0.0020889211161212434,0.016488390391372305,5.974584741931807E-20,-36986.02866164405,-16829.959067706277,-359892.94712395617
118,-0.001989014342690491,0.016664513693079332,1.8953496319605964E-19,97418.1437968779,26442.63040314828,-637134.4450502561
119,-0.001889107569259739,0.016840636994786367,9.198232867082631E-20,-44071.7057332021,99811.92114413349,-435942.24608938047
120,-0.0017892007958289873,0.017016760296493398,1.0216337600584939E-19,-40894.29847470413,16104.059322072184,-471562.8180027274
121,-0.0015893872489674827,0.017369006899907457,1.545736755425672E-19,42355.81084552348,106997.34887248704,-571077.054515211
122,-0.0014894804755367307,0.017545130201614488,1.4986443649055636E-20,-13242.59173507276,31936.947281451936,-178067.30692070568
123,-0.0013895737021059787,0.017721253503321516,1.4055578416421804E-19,115587.91737142879,47972.686597860215,-541232.7175778394
124,-0.0012896669286752266,0.01789737680502855,1.7604152537350328E-19,-59939.91118251708,171194.15453318687,-594646.4639919034
125,-0.0022000245619201338,0.01641961134214368,1.4894893778131165E-19,-104372.53023138664,-76356.28423888926,-557044.2391381718
126,-0.0021001681329503416,0.0165962457997409,1.6645995365504285E-19,-131853.15526516945,-56244.43949449687,-587298.3758800484
127,-0.002000311703980549,0.016772880257338127,8.375669340339523E-20,13300.289852625434,94891.18595613372,-417982.65936149016
128,-0.0019004552750107567,0.016949514714935353,1.6887339393740076E-19,-671.2778243378178,-58218.93574306429,-606116.2813522179
129,-0.0018005988460409643,0.01712614917253258,1.3477815906820325E-19,-142767.21235304125,37071.03765637792,-523596.3411203912
130,-0.0017007424170711715,0.017302783630129805,1.9108485066700517E-19,114560.35316449805,-137731.95279207669,-622445.5451030699
131,-0.0016008859881013792,0.01747941808772703,5.992987913511333E-20,65418.74669052929,-84408.11333924763,-346661.0058521223
132,-0.0014011731301617947,0.017832687002921486,1.857787186997448E-19,63938.662743203204,63253.39191735703,-632292.4503087141
133,-0.002322274335626202,0.01645766538950325,1.3530007077525712E-19,-34195.6178972113,-78828.24297568033,-538212.3246922466
134,-0.0022225185955783286,0.01663532215888086,5.750645368074611E-20,40999.87714306013,27134.816474467516,-351909.3563677828
135,-0.0021227628555304558,0.01681297892825848,6.682544589593424E-20,96036.95540506142,-31221.266300609655,-369485.8263452541
136,-0.0020230071154825825,0.016990635697636095,1.9113122392737952E-19,-142378.36678403715,-89564.97667434743,-625572.4986785335
137,-0.0019232513754347095,0.017168292467013714,1.3971970627534174E-19,-24398.40368206511,-80335.91175008765,-547457.7860568691
138,-0.0018234956353868365,0.01734594923639133,1.3258968089248327E-19,-66096.05906256233,-12100.136801694223,-535340.9203045676
139,-0.0017237398953389633,0.01752360600576895,1.3312687810573842E-19,-15475.388851371374,-50847.74338087949,-538014.3621650286
140,-0.0016239841552910903,0.01770126277514656,5.0657830982856054E-20,46241.399459278924,-11556.83605064833,-330074.64726074476
141,-0.001524228415243217,0.017878919544524183,1.3286373400257404E-19,-139587.35543744097,-51233.4659563652,-519227.49984314886
142,-0.002233815956868387,0.01674368872313966,1.8364763368363092E-19,-119364.75248688506,-110354.00498963703,-613822.522748935
143,-0.002134110561281474,0.016921856648407476,6.909148423437584E-20,-67792.5856586317,22640.66261308258,-382863.3793314288
144,-0.0020344051656945596,0.017100024573675283,1.1837159066367575E-19,-89861.13163622322,94600.45302712769,-492812.8628464343
145,-0.0019346997701076463,0.017278192498943096,4.8648503923356866E-20,-28096.252116815187,-63159.371045285916,-319422.99293768324
146,-0.001834994374520733,0.01745636042421091,1.6383532840705038E-19,-157911.6023327618,-22573.150046540424,-578152.2484837853
147,-0.0017352889789338194,0.01763452834947872,1.8106905741001077E-19,-43129.25232486601,-128646.07651795511,-615737.5818268573
148,-0.001635583583346906,0.017812696274746537,2.33330620123305E-20,-33805.006951065705,52368.95599110614,-217585.20450031836
149,-0.00245572078170041,0.016603063689341224,1.7763590416290657E-19,-79592.526821493,10839.265455989418,-619316.3048828649
150,-0.002356116075035415,0.016782253926389424,1.3286577852041876E-19,78815.25303365897,-122728.22590099843,-520035.6927096871
151,-0.002256511368370421,0.01696144416343763,4.9178659853048415E-21,-4694.261582156426,16266.577077714679,-102521.82248665813
152,-0.0021569066617054267,0.01714063440048583,1.4951171503460203E-19,-119345.05017893665,51804.64406579324,-557970.2694866755
153,-0.001957697248375438,0.01749901487458224,9.989187847258925E-20,57062.6369204908,6283.918152914487,-464779.9504591555
154,-0.0018580925417104436,0.01767820511163044,9.348888550870455E-20,-95033.29848293791,-79243.53845402568,-435829.3271772194
155,-0.0017584878350454497,0.01785739534867864,5.768842422281093E-20,-2934.1502797571243,-60237.330470368914,-350741.87156347634
156,-0.0024670181429904676,0.01671143025360002,1.8745735402635915E-19,114335.08850829807,12948.271358878206,-631132.4738149708
157,-0.0023674637807864322,0.016891131646538417,7.910469820624544E-20,-66935.32669945167,92245.07625094758,-400858.63298746245
158,-0.002267909418582398,0.01707083303947681,1.6634417095807666E-19,74990.47174548495,138545.54168249737,-583434.1711528596
159,-0.002168355056378363,0.01725053443241521,1.122840949513624E-19,-30989.254449206484,90675.76477270332,-487176.64694621885
160,-0.0020688006941743287,0.01743023582535361,1.5914630281516714E-19,-49813.29523401509,-135373.5277921171,-573239.4031868769
161,-0.001969246331970294,0.01760993721829201,2.3928786669901303E-20,1721.159876069923,26030.197747393475,-227719.14455114346
162,-0.0018696919697662596,0.017789638611230407,1.233934134939079E-19,-7358.196250312486,82026.94661313477,-513937.5239349702
163,-0.0025891672277746176,0.016748461989179203,1.2301623825379829E-20,8949.537808197641,3047.7805807704153,-164071.00860724683
164,-0.0023902598812103864,0.017109909398616778,7.78438024904102E-20,-19686.173778977143,115226.47606708946,-396540.17791072075
165,-0.0022908062079282712,0.017290633103335565,1.0649806924370344E-19,-39164.26011208745,117534.49115581797,-467409.8073786535
166,-0.0021913525346461556,0.01747135680805436,1.4538231160211647E-19,-68838.22754051907,112050.41478796657,-549452.0659178657
167,-0.0020918988613640404,0.017652080512773147,1.8106511860789177E-19,-181087.7010304408,26939.776025492785,-603337.0205576577
168,-0.001992445188081925,0.01783280421749194,1.7303890770797542E-19,-102563.02550102326,-73807.8977860997,-603278.9976524584
169,-0.002600514933525634,0.016857339709328185,1.3803075662618987E-19,-54124.809754036956,827.0252117863068,-547832.8711635034
170,-0.0025011116047044786,0.017038574569937175,1.6659657338456931E-19,-17965.72449012145,-132054.07775909943,-589921.1634897108
171,-0.0024017082758833225,0.017219809430546164,5.590490028197939E-20,75902.6930860464,2730.100831771716,-342012.4948341818
172,-0.0023023049470621668,0.01740104429115514,2.8532215350827885E-20,35026.85153668468,63225.24035459317,-239623.08924309805
173,-0.002202901618241011,0.01758227915176413,1.335991623418366E-19,-73594.8570847926,105822.20591139044,-526029.2818200111
174,-0.0021034982894198554,0.017763514012373114,7.971907692057812E-20,45386.824229366284,91913.92143990354,-405608.0508554232
175,-0.0026233110339495876,0.01707611746140655,9.380987345644353E-20,-70719.03777590154,-91411.68462739092,-438868.46450981457
176,-0.0025240083940503513,0.01725837463379593,3.836711328346964E-20,-8076.497204245815,61103.29439795153,-283615.16450873046
177,-0.002424705754151115,0.017440631806185304,1.685360015637268E-19,143028.40205251006,-83264.59390180411,-585351.1526989911
178,-0.0023254031142518785,0.017622888978574683,1.2473999709835915E-19,-101529.68539182092,-53412.2879257331,-510597.3504813377
179,-0.002226100474352642,0.017805146150964058,1.1641715638158723E-19,-120534.08190726521,-12256.348125048597,-490835.0912679793
180,-0.0027340117240608015,0.01700324916505636,1.1047319677896376E-19,52436.19708360523,10247.442394511756,-489584.5879756217
181,-0.002634759428622524,0.017186017493335932,7.25095478472355E-20,-15197.069797847456,-83172.5716603102,-389934.1529944938
182,-0.0025355071331842473,0.017368785821615506,1.569284475927209E-19,25918.12303185238,-151737.59654189635,-566432.1360850987
183,-0.002436254837745971,0.017551554149895073,1.805818268936335E-21,-11491.923950976934,-12613.945938722227,-60609.95750344538
184,-0.0023370025423076935,0.017734322478174646,1.2475323926742596E-19,-99493.7816020761,83799.27712320794,-506930.5139749148
185,-0.002856060119923032,0.017039258588855154,1.1269810446236384E-19,17359.93274128179,-70172.52464832406,-492145.2356740135
186,-0.0026577569068903166,0.01740683986897508,3.3428663819192017E-20,-51249.15559593243,11223.562425416458,-265784.5356982178
187,-0.002558605300373959,0.01759063050903504,1.7702332261549555E-19,-138436.05930718363,-109890.32643826227,-597845.95147801
188,-0.0024594536938576015,0.017774421149095002,1.4767774332831402E-19,-40701.55416703344,-64530.5553220508,-564278.6914906739
189,-0.0028675085145959682,0.017149158620784533,2.7749955604133793E-22,-532.4776743880772,-3020.1814860229083,-24491.954646204373
190,-0.00276840725254057,0.017333460416734694,6.78451937152467E-20,-92962.38092698123,-17094.3503442922,-374195.548920159
191,-0.002669305990485172,0.017517762212684848,9.35395128050881E-20,-106115.8418655588,-77853.40573884506,-433644.4369901049
192,-0.002570204728429774,0.017702064008635002,1.9142365693331535E-19,132943.38276343278,-92787.30052017399,-627688.6590316518
193,-0.0029895065659972394,0.01718465688869313,1.915638427698391E-19,-70119.93972304997,-28479.811947880058,-644093.4360651267
194,-0.00289050599286376,0.017369980996423676,1.0657062343116634E-19,14900.285374047657,-76353.76897237185,-477417.5345094499
195,-0.0027915054197302815,0.017555305104154224,1.8215205290127766E-19,65149.25473484103,-122457.4065050646,-616992.8812000592
196,-0.002692504846596803,0.01774062921188477,8.045571092241971E-20,-80180.18970489994,-61992.1321948934,-407886.55255411216
197,-0.0029020550764586157,0.017480903340133445,5.454816115264597E-22,8797.61363799854,1290.3001896953979,-33444.92246249246
198,-0.0028031048477860964,0.017666738603754187,5.641129643324959E-20,42669.024282172475,-56913.25939506133,-344663.9870401054
199,-0.003122953012071446,0.017330055188531104,1.8939007585009002E-19,-57988.46558385429,-165229.11778226297,-620603.2400084776
200,-0.003024103472320847,0.017516912763932243,1.3535882279065967E-19,66811.63198773861,61992.59387099468,-537473.5848758065
201,-0.0029252539325702468,0.017703770339333375,1.3347048454164178E-19,42132.40437780326,27060.986666941164,-539009.6431724593
202,-0.0031345020956663025,0.017440977532240876,1.0682690187747903E-19,-61326.877717484946,-35013.37098496287,-479119.1538950898
203,-0.003035702900376662,0.017628346263532206,9.495729054475278E-20,32075.251290563174,48459.507913755275,-452885.0308869563
204,-0.0032563994581456535,0.017475453488369083,1.0460120289782156E-20,16810.439350884928,-22340.97514259766,-148942.53690673955
205,-0.0031577009517779328,0.017663844531440806,8.26755787048203E-20,67685.8402876252,-76203.91547241228,-413677.0567753795
206,-0.0032679988862014692,0.01758688698796905,4.1885031465869743E-20,58666.931454073165,3773.2765083380077,-297496.3359336433
207,0.003406363019401054,0.01760628564361457,1.118418800675017E-19,-98789.04450277233,-11055.310129324049,-485459.70239874325
208,0.003201560594246317,0.01764453878404654,5.970275974493175E-20,80450.89422009829,53095.63438760206,-348981.4522673868
209,0.002996522996004053,0.01768040417205026,1.036471701200008E-19,-13052.25536187426,40747.41047366294,-475110.7000008459
210,0.0027912502246742604,0.017713881807625738,1.794879294009876E-19,-160261.26764692637,-67816.00443099116,-603148.9258129924
211,0.0025857422802569407,0.01774497169077296,5.170174022672655E-20,18099.394755815993,-50310.293588677676,-332647.44828915305
212,0.002379999162752093,0.01777367382149194,1.4984817748089408E-20,6270.718930205966,50532.865641932076,-174088.59371996275
213,0.0021740208721597177,0.017799988199782672,1.0589829778838405E-21,-11927.244879579983,8041.7350335525725,-46022.91702298343
214,0.0019678074084798153,0.01782391482564516,1.4797886429927984E-19,80625.15436839848,-26325.684481567736,-563647.8622371154
215,0.0017613587717123834,0.017845453699079385,1.5432894959025954E-19,26822.59134554372,79426.43820704747,-576026.1599570166
216,0.001554674961857425,0.017864604820085374,4.947279811942115E-20,-35205.91001208997,22385.54582326851,-326923.1581520598
217,0.0013477559789149387,0.017881368188663108,1.3527570346631952E-19,-92572.00429862119,17580.981171828425,-536771.4343052155
